Industry,Stage,Revenue,Company_Age,Profit_Margin,Employee_Count,Growth_Rate,Operating_Expenses,Net_Profit,Marketing_Budget,R&D_Budget,Operations_Cost,Salaries,Legal_Compliance,Miscellaneous
Finance,Mature,8090078,16,-6.754350459751204,870,5.099174045883249,5632224,3156482,725883.0275954364,1032723.6089257678,2431416.9824989345,4220007.5,390125.88750162,151485.62710564805
Healthcare,Mature,3141846,10,23.10476907173269,117,-1.8127304001555093,1146120,2414387,242511.88776980827,195771.3490876944,564169.2234547664,1131526.5,141239.85702019415,143206.2012861419
Finance,Mature,8993348,10,24.271749192632846,494,37.00455560995139,6590704,3745373,1615417.9797106166,635186.7731168718,3458001.276775699,3734763.5,194582.070454523,301565.8540791338
Finance,Growth-stage,1230572,10,-5.881313596328955,537,37.83883769961897,2200858,2532868,171579.73556101325,41714.103326173186,1238058.2855063553,5330396.25,54557.25452378117,59642.88746405827
Manufacturing,Mature,2344518,6,34.215289550305094,750,20.466443419475862,7524844,-462112,364286.1663345668,337778.26822956046,4368226.130189005,3065000.0,76355.41884742891,63362.3914384677
Finance,Seed,8511908,10,25.950944248410323,249,-2.5448562450242385,1177667,1035497,874576.0344211739,907888.041465808,731600.2263340674,1505578.5,367908.38535264076,422067.5008981777
Finance,Mature,2281016,19,27.019161920833746,688,26.36896098274165,692321,-399354,453245.58776472555,270397.75497197465,344215.42312831903,4956294.666666667,28959.072465937155,43125.52002804266
Finance,Early-stage,4983717,14,-3.378777339571217,301,29.56126468094368,1341825,2630916,507035.6149666702,293820.36368138395,917511.20971826,2423451.3333333335,60297.72567578204,204608.89531138938
Tech,Early-stage,7892954,7,31.940750662156738,310,12.258676419310301,6453796,3579398,1213289.400489609,990612.2947409862,4372097.783562751,1435067.5,121420.66194400897,229434.22349871078
Finance,Growth-stage,2405206,8,31.517977160450222,793,19.733403744771163,6498078,-118489,394452.1077228774,131913.8720836239,3054761.2644449444,3977886.25,112627.32877790886,36468.97249104123
Healthcare,Mature,162869,14,3.6567474946306167,737,26.628304954318715,2419995,3549125,21056.126491137027,11537.73281593868,1304105.7108131081,6558317.333333333,4607.163413752878,4928.247238318034
Finance,Growth-stage,7237344,1,-2.483817942930302,696,-1.3262029090376624,3129265,297682,1344810.052405342,765577.1018426542,1274160.702579266,6808446.0,124308.6006615901,79518.36446686237
Manufacturing,Growth-stage,4101005,4,-3.178654743340533,592,42.86230316682506,5739350,4735914,596181.3411441946,545417.0391234605,2758944.2744504777,4147601.3333333335,74556.11410568128,157144.3142469001
Retail,Growth-stage,4314788,3,-3.5367129751354165,335,39.36330946891923,3013423,1135308,612103.6283516579,474510.99351743155,2016324.3809578184,2171944.5833333335,109164.8313434971,45803.90662619448
Manufacturing,Early-stage,8088783,2,-8.98631407955275,134,38.65993168404672,5780005,2707478,838880.452340115,875228.2938721252,2800372.758961665,846478.0,304207.31364694855,254126.52256707728
Finance,Mature,6531925,2,3.8888927317617483,67,45.0867779590251,226770,2865961,792322.741425393,308080.33796648367,130241.89203493015,546463.1666666666,156030.64687762168,113872.3880422422
Tech,Seed,9239322,7,37.03702272719639,960,4.770372159049,3667539,3410183,857924.8924993213,290040.6477504716,2021659.849392712,9345760.0,286417.58173395606,144651.31277022476
Finance,Mature,1607321,11,13.078633835723007,552,-4.882918424583184,5191044,3291926,186561.31502522153,145335.6155846753,2353602.767096108,2663354.0,62082.86695355356,54346.05525823895
Tech,Mature,3073716,1,-5.832621518502981,795,-4.154640948206391,3012276,2237144,287453.9999786472,267750.02322153567,1510504.766692989,7045091.25,111467.02728931083,31003.894995915234
Finance,Growth-stage,5525720,8,20.284398634686703,260,4.649443354329117,4467515,-472523,1048758.017531705,175795.7856354556,2702670.5952860154,2482696.6666666665,97782.73607520759,204050.95421962667
Tech,Seed,5825772,8,39.0347572933854,136,5.058858129424822,7967547,4103793,1080739.945626858,841512.2811499138,3798622.2686371426,1212247.3333333333,244097.55008816542,182348.39482038375
Retail,Early-stage,413460,14,-7.737463369776667,887,36.70026423230635,4056417,1284194,41823.13363105313,21044.8488315434,1848008.9785967616,8508177.916666666,10555.17105560608,13841.768873728219
Tech,Seed,4171120,1,-2.3903023713147196,376,34.198720273409045,976368,4497194,595647.1282094042,606032.1599721623,669356.7474942472,3732802.6666666665,149315.13549905064,157356.10694036257
Manufacturing,Mature,6910913,9,7.651316652618565,996,16.16839326667697,1704054,2630876,976819.6271778762,951849.8243603176,773885.3583033185,4041934.0,182324.40157988534,301676.05049669824
Healthcare,Early-stage,5757541,19,25.841231559827605,329,43.94671481138841,7352041,430756,943594.5158727237,368835.68201993516,3751131.127763809,2877900.0833333335,58124.36672654304,85185.89043978264
Finance,Early-stage,7288201,6,30.94009719829173,432,5.118315183938689,2126933,4051938,414523.14648259623,639622.0101103671,1466574.0935027073,3803796.0,152574.31203805495,318037.46267393144
Retail,Early-stage,9550568,5,28.718077580172064,740,2.787893795965025,6585711,4087981,962652.7110522938,1373102.7389381235,3163610.3765926436,3187488.3333333335,407947.3531485734,166433.7610739346
Finance,Early-stage,2462718,3,4.009309827063198,679,38.503349425042714,2401025,3961226,275234.55091884336,308276.5464600638,979185.0362455067,6742639.75,59568.40251162201,30877.356935714546
Finance,Growth-stage,4791300,6,-7.714622479878999,271,5.417115960266145,6668295,4290946,365270.5935673796,423710.79486205144,3512040.646520012,2567273.3333333335,135951.02770199033,180558.01206446713
Manufacturing,Seed,2436776,3,20.383954356049188,799,13.206206427662423,5121055,80336,228159.87108940058,142569.37781142473,2572955.2961875955,5174057.666666667,103088.1043981798,27591.612308739062
Manufacturing,Early-stage,9675667,9,26.343142872139275,655,-2.142204100817864,7685755,341008,1205421.4058579106,688672.2880505973,5242872.674305048,2941877.9166666665,269185.8505387949,100240.25194992179
Tech,Growth-stage,1780656,9,13.991042981207016,352,40.70617767830014,6251311,3602400,133823.89896424382,58930.81280915595,4156858.7589006713,2214549.3333333335,24948.57864528862,20454.79648627935
Healthcare,Early-stage,6937173,6,16.270140863661336,925,40.1669748533107,1459237,1087952,761801.5918674688,515262.9487243493,1002440.1206551245,6851320.833333333,201065.4309301454,342234.19030067103
Finance,Growth-stage,1991056,9,-8.305070000042665,806,45.769766456209005,4600801,1340008,194523.38177079527,215957.26852403732,2704812.26360335,5722197.0,82730.08951431235,77806.79828560466
Tech,Growth-stage,7166761,8,5.921840844684926,906,38.42521126809691,3266823,3929945,498444.22353050095,958463.2650767021,1961360.3645078978,3611618.0,251897.80839981046,147506.01165722517
Retail,Early-stage,6627968,11,-9.652630672779468,977,43.096792912876175,4879391,4933462,848252.725304988,842705.4559845248,2863260.316740415,3904336.25,124543.15230026189,118135.45603919885
Healthcare,Early-stage,6363355,15,2.632065121481295,969,49.92698832800511,423437,422745,699496.8118598142,568056.2267206713,275964.9389438994,9590031.5,150364.98742666715,297155.4252077947
Healthcare,Growth-stage,98476,16,35.72600971129273,7,43.241927940926814,6417157,2057168,18083.885857918507,5413.504950143421,4087084.3845362035,58166.5,2041.636870616441,4750.241028875514
Healthcare,Seed,7432274,16,0.40575502869275937,528,4.599648433187383,1433909,4841353,910105.3783974025,1096635.4775150132,657426.1218607272,4754200.0,92381.06743354838,77130.09381510838
Retail,Early-stage,233771,14,-9.34021607248642,452,47.98529093993375,5389552,1148641,41438.805169596,26327.20022685878,2694475.3307054015,4226049.333333333,5030.817091224509,11673.228829961494
Tech,Seed,5900916,7,12.183911404119318,368,10.9500377346035,4894021,1078553,1059202.9674372869,677452.793326618,2481750.6492442116,3380846.6666666665,153983.11330863813,267757.71566856897
Retail,Early-stage,4776636,6,-1.5148176942764184,52,32.171645209453104,2968049,4400100,723612.7492126566,462827.83561625396,1275819.768205104,474820.6666666667,82627.24067034775,64511.47878083259
Retail,Growth-stage,9774094,2,-2.880030290361093,842,28.58408886551205,6791681,516828,888531.5087151104,1331276.8369133011,2729934.31839044,3401750.1666666665,236471.60851421527,347219.883367406
Finance,Mature,9243423,12,23.982969920564436,857,12.196288518726814,6677494,2512888,1275623.006891866,1143184.5219300776,2956606.3187226458,5452162.583333333,416818.5767018271,191924.34649002083
Healthcare,Growth-stage,141399,16,25.394294612020133,640,26.73787470437085,2930369,305090,8511.381897092842,6032.857740276273,1477617.2369855403,3796373.3333333335,6225.906317652127,2026.4758078930665
Tech,Growth-stage,1178572,13,13.943889609713086,196,26.07347554891484,2448063,2825903,184743.42076097053,131448.31199187096,1250347.1069607423,1596305.6666666667,25862.206236581176,22603.445584803834
Retail,Growth-stage,2435346,15,20.820741973335586,349,24.756807176692085,5547583,605362,223727.30958241888,173365.85347988104,2708281.707276719,1639863.75,110021.37598350046,64658.75649260935
Tech,Growth-stage,9616320,7,6.64570058005091,717,-0.557682955821182,6151600,652432,1785694.9248781865,410915.99817544007,2702864.4885330447,5271623.0,363029.09673148283,447511.8087167845
Retail,Seed,7619957,1,30.25795648277333,119,24.180100575923984,5280142,893572,755817.1398609068,923167.0139438169,2461900.4488151004,397588.9166666667,308380.9250887192,229519.52222720627
Manufacturing,Early-stage,8869698,6,30.356545008258188,273,14.786995039825282,7193579,3600879,802833.5461856198,859571.8180581676,4673843.08359141,1311378.25,111779.14018711778,239601.89137358958
Manufacturing,Early-stage,6319777,9,9.644151218276761,763,44.00323038836169,1980129,3619927,1036829.3043500446,625149.063694485,821589.4082804038,3763179.5833333335,147624.6278002424,252129.05324592587
Tech,Seed,1581421,3,19.462373277513926,968,20.721132858167685,7873740,3363909,173997.25066289774,58582.76343364098,4744362.782039993,7561048.0,30006.441437986934,25642.447666586384
Healthcare,Seed,7311011,11,-1.1094916263601888,436,35.4826677297186,2683203,351534,1430692.3864909708,450075.92979138356,1849567.2805466554,3588134.6666666665,79007.83194750891,97134.00597668793
Finance,Growth-stage,4517844,10,37.14044423463,854,47.42173815756031,3150876,582332,300656.34096278984,614133.3384646465,1694683.266389247,4387140.333333333,105812.01239069532,182981.26736175708
Retail,Mature,3356555,6,15.954954305932066,287,18.46856125633982,1067770,-213842,288436.0511131809,478963.1269526392,614717.5426484838,2057192.0833333333,115648.68520118688,121287.03326264751
Tech,Growth-stage,2639972,9,21.638091377473778,214,28.725613535031428,2492662,2420668,365244.01977219613,213047.4452120811,1259607.3865771287,1089973.3333333333,44468.843221055446,34872.18095060226
Manufacturing,Growth-stage,2692242,14,16.829965771112253,283,2.7701183300476657,334307,1254956,346606.4015058149,122058.50802264572,177401.03557189365,1647343.0,70596.01831621645,107417.84983565814
Manufacturing,Early-stage,8123962,7,16.804544862294577,225,26.88709273350876,3034384,1860475,1316410.5841657266,501790.11733651086,1316053.6876404136,2218725.0,159459.07538812084,105408.38466526575
Tech,Mature,972969,8,25.488333819323728,194,37.470471265634124,420289,3047940,153941.0655562379,139430.57347378408,183157.50751419572,1457780.6666666667,39549.10786560437,23030.92887729797
Manufacturing,Growth-stage,3266650,9,27.629637017419974,741,42.50303579353906,3469166,1384080,536829.6294446018,479225.21035017655,1433131.3413824597,4630262.0,45802.04827193392,34218.381312180645
Retail,Growth-stage,1449144,13,26.881048492828313,743,39.609164394401255,7069560,4751798,255417.13227998264,47822.62451602982,2902340.243611157,5509530.75,66718.06528285886,49808.81722398496
Finance,Seed,7184814,17,26.983018487710254,718,22.022331054391998,7790685,1511567,759686.1292469675,801499.3153883194,5200031.642313423,4998716.0,75316.43852461304,111889.2543865582
Manufacturing,Early-stage,562135,11,-7.267862599383747,27,28.722174827498584,608553,1316480,54017.507351773354,17892.13836716817,414547.34019169473,215550.0,19739.208077721134,7187.424449435391
Finance,Early-stage,8403706,2,22.048499348759428,135,0.9837967055171877,1272586,1093518,1223459.4928264425,266884.41762470023,797935.6346502361,525352.5,254323.19280365092,359675.9739974187
Manufacturing,Early-stage,185593,17,7.62410960772522,725,17.612699336228488,3879612,478614,19457.537966621865,19385.637425786284,2175382.7975127376,3243106.25,6470.731196566014,4649.445079312811
Tech,Growth-stage,5594905,18,-9.454487943872488,101,2.4319734185594086,4801093,3932214,1068941.0049558918,315115.00624125515,2478930.849095317,884187.6666666666,212443.03040885789,239583.0486541617
Tech,Early-stage,8117860,13,38.54834859033437,636,48.35166415910818,1632803,-258602,1156858.1053148732,855670.5848039596,1105383.6278957608,2418814.0,401443.9841681603,275538.33691015095
Retail,Growth-stage,6422821,9,9.212459978528656,936,45.272177907609056,252781,4102961,916654.1469112207,216157.76668557775,149797.11613165017,5370144.0,308435.77526870015,102311.7826707587
Healthcare,Seed,7815661,12,38.858846337388314,493,9.80844223025243,5706244,3290590,1318007.876499503,780160.0900750306,3973302.2060873765,4727130.5,279812.8000133199,226511.1661947576
Manufacturing,Early-stage,5955679,9,37.31530379040497,221,1.3216536793206366,1002175,3747487,540596.892847233,600069.5234415904,657095.1102316375,1163730.75,212403.61479018722,261815.16634397735
Tech,Growth-stage,5249776,19,-3.1050374095798547,186,15.80962395670473,6269438,2476748,691955.2766211949,241277.36576603027,3463303.437343903,1104762.5,201182.01708782118,152185.08279153466
Finance,Growth-stage,9240235,16,3.5719235200081396,243,42.79841881910626,4124623,4964103,853793.6048416637,335253.1506214635,1966990.3175774831,2149578.0,337202.8576444593,216793.78400408878
Retail,Early-stage,9743195,6,24.076816670878344,9,23.710172999291185,6580464,4568933,1099460.851949658,1243203.950758097,3005042.830735083,46551.75,388398.21477133036,193371.84424980293
Finance,Growth-stage,5390142,10,-3.672535913631883,595,11.286147487816052,6006219,547330,783744.036471874,236144.7561440571,3815280.047002764,2956654.1666666665,215900.1154017117,138030.98227008295
Healthcare,Mature,4330945,15,-5.93103595785859,498,36.91714463469574,3610241,4467337,294741.05052439956,481442.787046202,1834797.6235232397,2761534.5,82985.91623517912,92997.26748167585
Tech,Early-stage,2102093,17,27.877508420305936,411,17.83067348061295,314620,275629,143821.87499192948,213619.7517006059,184790.725247209,2543370.75,41918.89060537223,41700.35752346769
Healthcare,Growth-stage,7191650,15,25.606473656406294,132,6.455899728965706,7547811,3712370,1049644.2554080475,407377.52055234584,5166121.016882394,1302554.0,354440.9664603847,312855.8975609334
Manufacturing,Mature,9719233,16,24.79175554399268,980,-0.5977850562289717,4282893,768494,713677.2461687693,1305957.2758321424,2749703.944357491,8631268.333333334,209363.33466135422,129221.92892840832
Healthcare,Growth-stage,9929333,8,-4.538196649048034,217,25.68721503498032,7899271,2105722,1592531.8984207166,1079662.488356365,4743950.100911413,2054320.9166666667,330582.3711276919,427348.7466134003
Manufacturing,Growth-stage,3197604,4,34.66450405474023,147,5.192915642761539,1880045,3561750,532251.1100712233,157750.26260080986,936363.6582835558,1003495.5,117687.85422919047,134989.4697443582
Tech,Growth-stage,483074,4,-5.910017038540685,739,42.352015493307526,1823262,-228099,61963.86395841047,41247.95882956154,922935.2251179252,6611155.583333333,21939.54812081976,10512.682226703519
Finance,Early-stage,9811082,15,30.943459928383866,913,45.3178043914167,5950012,293841,1473443.4160790208,692833.3846264026,2409762.4670306994,5677870.916666667,141935.1723085107,193751.07460940257
Tech,Early-stage,793003,2,10.183021058331015,743,20.544179595718546,3186658,3519506,151407.87964571628,106441.77717875474,1464300.4193261794,2851262.5,30222.082503241298,25419.272743653724
Retail,Growth-stage,2401629,5,-3.2077416187904237,325,1.459374416793274,5035311,1224804,309869.1362206161,110225.43107708491,3276321.1201231056,2853391.6666666665,62684.698200358194,81694.44665903955
Healthcare,Early-stage,845443,2,-6.636817954725601,949,12.890664932489578,2474631,1821230,62782.972899515305,52324.99378344478,1392097.6341496557,8817633.5,16954.783349897945,28232.595556317254
Manufacturing,Mature,4602891,15,11.929593389700631,35,44.430113453283866,475196,1483447,746891.4625346817,676112.7564563962,207432.57141450772,143815.0,207049.8082844808,121332.75335398532
Healthcare,Early-stage,2844344,15,11.481418515159078,279,28.413443589779853,6908039,2454502,558898.3975808315,159470.94946559976,3333464.511166986,2364594.75,36713.09862830377,56322.94808886635
Finance,Growth-stage,9615203,7,17.317113816875278,856,45.72866570903922,5643128,3800510,1381335.530683675,1062433.3513545599,3837292.802122651,5923020.666666667,276525.618518804,236722.05642391188
Retail,Growth-stage,8991812,15,31.785715581059293,34,34.35377835515026,7223329,4240636,1658664.210580178,1140934.6714632523,4874258.916265765,284866.1666666667,124205.60966626942,275994.10281575687
Healthcare,Early-stage,3249693,19,17.561298017224793,603,28.2918612623781,4433954,4412914,184368.057293322,152986.33473128494,2894771.4051660444,2622648.0,131576.7269662717,99363.33179801313
Healthcare,Seed,7318849,11,2.4088695065862282,681,1.2866417779895523,3969819,1425553,1150552.9019417684,818789.4888844034,2209593.342339799,5251531.5,227795.28669960712,321981.8967991139
Tech,Seed,6508736,11,-4.208133305595859,303,40.79632658147239,6807104,-367159,1159803.3065861138,248548.4579712041,3375774.6244807993,2289998.25,241818.49856309954,202559.5976242052
Retail,Mature,3818811,19,25.748858755593886,966,11.232075228258019,1566199,2073587,345635.2195152719,116790.83710843444,1041766.6588483538,8940652.0,171974.79964734215,111748.37808159961
Finance,Seed,4046453,11,22.51897390810238,444,35.876546900387886,5855414,2994212,269142.43809949054,124636.42186120647,2622549.394952153,3388978.0,56698.4236090219,91778.40715313218
Tech,Mature,455297,3,27.5787689775442,482,34.39753316855568,2233120,254064,73928.16473038273,42542.836135904305,1429145.6362037803,2689359.1666666665,8609.93276668619,7652.230708341832
Manufacturing,Mature,6024980,6,28.47580562101942,526,-2.6403110703091883,7072594,3500804,1059523.7799491372,505689.0404772467,4813628.52033804,4505146.166666667,291990.53308436647,168035.39233522376
Finance,Mature,7901235,4,15.05670204653196,450,46.98653041142204,119943,1508598,784550.5054230463,552120.4009049191,65226.39638431242,3658650.0,357327.2104210972,237079.35058355206
Manufacturing,Early-stage,5151601,3,39.876661434577635,209,9.374468477972224,4220554,2131311,484604.8197729495,612335.1725092381,2174070.6603059187,816214.6666666666,116146.15866098876,255136.63472351138
Finance,Seed,1766234,10,27.281329048525023,955,30.741042358075816,4449746,3050159,263590.3932940395,57456.35422429552,2781111.5374308806,4068220.4166666665,37979.66997978353,31080.6845844623
Retail,Seed,533899,1,20.861738580398544,384,28.589025293967346,6593356,3503442,28462.746410820495,59351.45789657722,4071317.0163521753,2564064.0,6469.330807438705,8580.959942832857
Tech,Growth-stage,4537320,17,5.428802862365487,50,17.70558730403304,4596159,1095149,466047.9167460978,477482.79940863524,1886097.0061700176,248995.83333333334,86517.24247936801,85066.43212274974
Healthcare,Early-stage,5776960,16,33.54137933086276,477,19.291827814293434,7280379,138786,952879.4623293392,511614.6052695191,4863896.194310984,1970526.75,92519.8577019658,111173.04054862371
Manufacturing,Early-stage,9986047,18,17.874344363808916,147,11.614341427173244,7171095,2665649,1457648.794929906,1006600.8163212267,3373635.6223415057,954899.75,157699.74167420695,154766.58882939848
Finance,Early-stage,1866781,19,30.519702180962483,253,29.49182189384367,5953058,2723252,288160.057126727,242760.38939149663,3860469.2556885136,1879347.25,67095.62224628653,34254.11414405813
Retail,Growth-stage,404497,4,27.948984425341806,996,33.969692203534564,969914,3289708,48831.75899384616,59495.17732527189,405820.69801210746,4619282.0,14182.228245359269,4071.6286456226235
Tech,Growth-stage,7416164,17,18.540205780860312,305,0.9307295838140011,6922911,3936263,1393716.605598146,785315.5329094653,2862036.5585150514,1758426.6666666667,81221.03138032052,246328.20880481767
Manufacturing,Seed,7134952,2,-0.7885341809735511,817,43.36801285246793,1768464,1355191,632726.2533314083,720325.7788347824,904796.6871197519,7787439.75,197123.20158235187,199169.6863753425
Healthcare,Seed,527772,17,7.180266339370732,78,17.033656662156158,279828,4475862,95044.38969090962,56436.21271384162,172883.27360725912,433049.5,20482.547512559988,23545.9921406148
Retail,Mature,2612013,18,26.80986434345681,491,41.5581786078497,462535,4047686,485700.15863497014,108265.72298884802,205591.74788027737,2031389.75,40240.76121769098,55781.634218917985
Finance,Growth-stage,3464510,4,15.594332730568915,444,4.108121251315662,3098150,4168030,583845.3504050779,261428.3303511289,1869837.068911038,2499979.0,148694.6794271893,75243.61011497347
Tech,Seed,3613260,14,37.06017967797191,621,6.891504920347412,4288601,-423945,431041.81090042245,403402.40535161324,2710500.5791102364,4757429.25,143638.07274533476,113353.83105505527
Tech,Seed,1323645,14,15.417235822003466,951,42.34245499023091,7587572,4225818,245822.38207223004,70070.34025256397,3850163.630732056,6293242.5,20009.94761452524,32117.132189573902
Retail,Seed,250646,18,24.979003059201915,72,18.45146522741925,5276794,4124223,35934.27689714894,33510.84292347964,3601679.113635225,268494.0,7129.594175801206,9116.320367962599
Finance,Early-stage,5105707,9,0.7648052709977957,475,29.555491214530377,3298767,3600422,573632.4031188498,509746.56073731655,1988453.87378514,1838527.0833333333,213067.05210388638,75376.01143057998
Tech,Growth-stage,273515,9,34.14637386152171,702,5.665377157259854,2038093,-427795,21477.176610230606,12654.635176419568,1359333.8622708814,6487006.5,6908.386810870563,12817.025692154371
Manufacturing,Seed,9009646,11,11.122254080913088,245,29.01591219063517,4537145,3555944,738624.1143493548,564301.0174210587,2597223.126137884,1567755.0,322303.61185257736,263392.8176702081
Finance,Mature,7322967,11,32.61020089706676,232,-3.6754803196428307,6003669,1535250,886802.6469904176,619470.0542394527,3895691.0733411973,1162146.0,91509.42006546105,272643.8638308528
Retail,Seed,3122737,11,31.4503817250621,287,33.890966133741486,4795310,4998723,466078.0483338826,169123.60864496094,2180613.94801516,2836875.4166666665,116743.37931705225,54767.20649964288
Healthcare,Growth-stage,3876169,19,27.927631465302063,455,21.231704080886892,5235663,541397,319804.8541048846,163918.44416077892,3113725.6442741337,3357634.5833333335,59872.10198039889,94386.18896521193
Manufacturing,Seed,3580070,5,-3.849257861050395,904,11.092205444725685,2050234,3517626,385915.7240931469,399373.612639646,900732.9469585182,6587900.0,162857.3418141255,129147.74283381678
Manufacturing,Seed,7852264,11,21.345661226049977,475,17.427313743083587,2488338,2329917,1438453.8772953975,465828.98754005256,1691737.4579484197,3245358.3333333335,307831.23127569037,113301.43475725192
Finance,Mature,5713089,1,24.53059392332534,337,34.016808556667975,4639493,602504,316998.37040643755,299470.8834551562,2533137.7916684127,2262533.75,155359.76217115103,126768.7990723815
Healthcare,Growth-stage,4709756,14,26.37499367752168,478,32.86770988097324,684024,860443,805580.8936985489,453452.9508313576,303270.8574578752,4622379.5,77452.02086566277,204939.2728368604
Retail,Seed,2633020,8,33.29794290932203,53,22.6683292116962,4309360,4696891,514192.876091759,381964.8975721664,1913615.116590329,203396.33333333334,64275.49427860741,117159.64859319791
Retail,Mature,4700553,15,6.8948294448361125,634,46.85586631964107,7625204,767918,633703.3334153346,364667.6204672705,3305441.8628553827,4587201.333333333,134965.38280068562,73596.25019325873
Tech,Seed,2173121,16,-5.994065039139226,471,29.447086844467464,6195221,4033725,156927.49723801317,129931.18463080938,3246360.0448337253,2227516.0,25499.427532345653,45096.305327273214
Retail,Early-stage,5952133,7,32.74082109562729,872,7.290580377204886,1567460,1680213,583803.5198091441,691694.3195032777,850116.5473179973,3163616.0,202675.23434274364,247964.8116447022
Tech,Mature,7215409,10,2.7019889153141,738,28.18256296538261,840517,392439,1101595.5570327106,637004.5229406005,379103.6384709202,6831420.0,330925.20951462496,254597.1056879657
Tech,Seed,5645829,17,5.929713838823057,454,49.47619715366023,7442444,4907654,313712.5035575247,350066.89223610767,4744493.866761072,3372879.5,180776.1774255033,128455.92112476421
Finance,Mature,4771217,14,39.809981517319144,708,2.5650636371834654,922725,2007544,449748.2965207213,588497.5989765078,439175.4115357575,4726667.0,194965.9905191017,69925.9550387765
Finance,Early-stage,421348,9,8.44403122769344,635,49.7582552890783,155856,4552237,79219.23938582344,54056.00363000845,93076.61979628666,3012175.4166666665,20075.042463879796,11817.973959918887
Manufacturing,Mature,4690682,15,29.68534475747473,842,46.84203340552184,4780588,674389,476360.3291920724,536809.154872131,3082423.0616517505,7242743.666666667,188909.3931369248,140451.51672105273
Tech,Seed,4408636,8,7.45415338417563,861,11.148601298089797,996981,923837,514469.8086593637,603051.6353880495,661472.7019552281,3187135.0,177755.1703411789,185746.77017889352
Manufacturing,Early-stage,2426862,12,28.801006113945597,681,1.3182138194053543,373978,4126665,269188.6698604009,188244.3291940393,227481.7796007192,4770405.0,58955.17282011018,38361.31114103219
Finance,Early-stage,7657198,12,39.51862629324467,939,38.53262034401962,1468204,-50756,793507.7893029961,277705.73762873415,637350.7158727391,7507931.0,285137.7273419964,203554.76831186606
Retail,Mature,4654688,14,32.69900633370817,653,8.770570347972575,727210,55539,648755.8613988165,156218.29707039605,326492.91734586586,6196861.166666667,171131.6642991701,191194.1881546133
Manufacturing,Mature,4332522,2,21.170919758469427,515,4.741149512585341,1479706,1990968,805668.90924602,437474.3485081502,906559.4821421453,3925115.4166666665,100644.00594971041,204439.01044729014
Retail,Seed,2592884,17,6.183657985871154,416,38.892366720042,4827574,-169376,408388.7166080343,148356.586282405,3018211.5174428844,2577640.0,54802.35407364685,95732.23294255632
Healthcare,Seed,3171236,6,-2.0538978869112015,936,33.24142889179228,947546,1108318,471440.36564950895,377171.2630940971,644260.3514669127,3567330.0,95781.79820173491,77100.60610876791
Tech,Growth-stage,4833414,4,-2.8357989210148835,943,-0.41781192658377186,6597215,1427206,640734.7499145197,212065.6519124548,3251099.3042216282,9085254.916666666,83985.1167425044,238189.58582317902
Manufacturing,Seed,9572713,1,10.301379302913386,309,49.32240035581044,7054024,4012773,770311.8698662192,1224427.7484911233,4057094.2497951705,2175591.75,467736.15201817825,287372.52492373105
Manufacturing,Mature,2373029,9,32.03490185082431,888,49.62342164549492,3592594,3566410,182709.91113077913,205028.9896164556,2069208.3628670836,7746394.0,110498.51706230342,81481.64950017871
Tech,Seed,8188706,4,11.849067903853488,484,38.88845940099877,7312984,-317125,1211102.7928980838,351765.313438159,4799002.671011336,2558948.3333333335,257943.21870759485,257478.79156673228
Tech,Mature,1163430,8,29.42730665553914,745,5.8575002565271514,3765162,2745216,102149.15081090767,166272.5910944999,1727497.1994878303,3941360.4166666665,36918.7249120649,29324.464225289485
Tech,Mature,8491163,7,24.02381466879448,630,44.84427760767092,1873001,1348071,1115485.642040993,495472.87460081716,1248641.6111296653,4342590.0,352011.9224795188,321086.53106112167
Manufacturing,Growth-stage,3343184,13,35.57061082992078,212,1.9806614889589529,6508998,1501788,172760.7643481261,101974.21801626588,3305121.5796236102,1529120.6666666667,165969.28115778722,138694.2106369636
Manufacturing,Early-stage,3996085,8,10.021176407303258,316,41.891678288948505,6343758,4553324,763151.2819281953,228545.87552084003,3727517.6964856363,1724649.0,187532.24440336236,119798.35709035055
Manufacturing,Early-stage,3350252,6,35.058974058287845,142,36.46112560957091,2293318,-107369,555183.3476613798,480125.1279764129,1109135.6682217664,903889.1666666666,104695.00534841973,44382.868070057266
Tech,Growth-stage,508990,17,10.65550799738915,86,9.074846284326117,1673825,2671734,96414.34214383464,54140.45638904641,1092744.4631830435,662845.0,17791.545005899592,5743.563096328973
Manufacturing,Early-stage,1866557,5,12.890989004054855,866,49.08915632516594,3629452,142725,274956.454370252,207212.1155722876,2422314.9236129774,4139696.5,42855.604715757734,84956.36994883868
Tech,Growth-stage,6073117,19,29.833078030711064,823,13.590307686824588,5804322,1440604,577848.0719609301,772083.4171158172,2965805.9961019955,4077965.0,100938.08711202399,85434.82700555162
Finance,Early-stage,8788525,8,3.8496465608418493,364,29.431543374664905,7778557,3478263,1000155.211360705,967932.0987715513,5277449.282465256,1294596.3333333333,344512.1243722967,382899.5661262081
Retail,Seed,5607249,7,36.90473810784097,688,24.412226035245705,1392894,792062,298358.13831474434,565099.6314687025,679347.6477443717,3946826.6666666665,81784.16320217153,88194.68493886646
Healthcare,Seed,7058702,5,0.06083584798899189,265,21.1791102386896,7969559,-260419,441394.8162747251,387890.7057457222,3944307.409818308,2476314.5833333335,335189.81488894124,157483.43486589962
